original_name,source,suggested_cas,suggested_name,pubchem_cid,confidence,notes
Hyoscyamine,PubChem_API,101-31-5,"[(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] (2S)-3-hydroxy-2-phenylpropanoate",154417.0,High,Direct match from PubChem API.
prometryne,PubChem_API,7287-19-6,"6-methylsulfanyl-2-N,4-N-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",4929.0,High,Direct match from PubChem API.
Oxycodone,PubChem_API,76-42-6,"(4R,4aS,7aR,12bS)-4a-hydroxy-9-methoxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",5284603.0,High,Direct match from PubChem API.
ronnel,PubChem_API,299-84-3,"dimethoxy-sulfanylidene-(2,4,5-trichlorophenoxy)-lambda5-phosphane",9298.0,High,Direct match from PubChem API.
spinosad,PubChem_API,168316-95-8,"(1S,2S,5R,7S,9S,10S,14R,15S,19S)-15-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-19-ethyl-4,14-dimethyl-7-[(2R,3R,4R,5S,6S)-3,4,5-trimethoxy-6-methyloxan-2-yl]oxy-20-oxatetracyclo[10.10.0.02,10.05,9]docosa-3,11-diene-13,21-dione;(1S,2R,5S,7R,9R,10S,14R,15S,19S)-15-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-19-ethyl-14-methyl-7-[(2R,3R,4R,5S,6S)-3,4,5-trimethoxy-6-methyloxan-2-yl]oxy-20-oxatetracyclo[10.10.0.02,10.05,9]docosa-3,11-diene-13,21-dione",17754356.0,High,Direct match from PubChem API.
Heroin-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Heroin-2/property/IUPACName/JSON
"Sebuthylazine, desethyl-",PubChem_API,,,,None,"Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Sebuthylazine,%20desethyl-/property/IUPACName/JSON"
PFPeS,PubChem_API,2706-91-4,"1,1,2,2,3,3,4,4,5,5,5-undecafluoropentane-1-sulfonic acid",75922.0,High,Direct match from PubChem API.
fluchloralin,PubChem_API,33245-39-5,"N-(2-chloroethyl)-2,6-dinitro-N-propyl-4-(trifluoromethyl)aniline",36392.0,High,Direct match from PubChem API.
profenefos,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/profenefos/property/IUPACName/JSON
chlordimeform,PubChem_API,6164-98-3,"N'-(4-chloro-2-methylphenyl)-N,N-dimethylmethanimidamide",22544.0,High,Direct match from PubChem API.
10:2 FTS,PubChem_API,120226-60-0,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecane-1-sulfonic acid",23136180.0,High,Direct match from PubChem API.
chlorphoxim,PubChem_API,14816-20-7,2-chloro-N-diethoxyphosphinothioyloxybenzenecarboximidoyl cyanide,26928.0,High,Direct match from PubChem API.
piperophos,PubChem_API,24151-93-7,2-dipropoxyphosphinothioylsulfanyl-1-(2-methylpiperidin-1-yl)ethanone,32230.0,High,Direct match from PubChem API.
fentin chloride,PubChem_API,639-58-7,chloro(triphenyl)stannane,12540.0,High,Direct match from PubChem API.
Trichloronate,PubChem_API,327-98-0,"ethoxy-ethyl-sulfanylidene-(2,4,5-trichlorophenoxy)-lambda5-phosphane",9477.0,High,Direct match from PubChem API.
pebulate,PubChem_API,1114-71-2,S-propyl N-butyl-N-ethylcarbamothioate,14215.0,High,Direct match from PubChem API.
Emetine,PubChem_API,483-18-1,"(2S,3R,11bS)-2-[[(1R)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-1-yl]methyl]-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizine",10219.0,High,Direct match from PubChem API.
chlormequat,PubChem_API,7003-89-6,2-chloroethyl(trimethyl)azanium,13837.0,High,Direct match from PubChem API.
tert-butylamine,PubChem_API,75-64-9,2-methylpropan-2-amine,6385.0,High,Direct match from PubChem API.
Melengesterol acetate,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Melengesterol%20acetate/property/IUPACName/JSON
Moxidectin,PubChem_API,113507-06-5,"(1R,4S,4'E,5'S,6R,6'S,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",9832912.0,High,Direct match from PubChem API.
cloquintocet mexyl,PubChem_API,99607-70-2,heptan-2-yl 2-(5-chloroquinolin-8-yl)oxyacetate,93528.0,High,Direct match from PubChem API.
Ergosinine,PubChem_API,596-88-3,"(6aR,9S)-N-[(1S,2S,4R,7S)-2-hydroxy-4-methyl-7-(2-methylpropyl)-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",10030389.0,High,Direct match from PubChem API.
Virginiamycin M1,PubChem_API,21411-53-0,"(10R,11R,12E,17E,19E,21S)-21-hydroxy-11,19-dimethyl-10-propan-2-yl-9,26-dioxa-3,15,28-triazatricyclo[23.2.1.03,7]octacosa-1(27),6,12,17,19,25(28)-hexaene-2,8,14,23-tetrone",5459319.0,High,Direct match from PubChem API.
Fipronil sulfone,PubChem_API,120068-36-2,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfonyl)pyrazole-3-carbonitrile",3078139.0,High,Direct match from PubChem API.
flamprop methyl,PubChem_API,52756-25-9,methyl 2-(N-benzoyl-3-chloro-4-fluoroanilino)propanoate,40521.0,High,Direct match from PubChem API.
2-Quinoxaline carboxylic acid (QCA),PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/2-Quinoxaline%20carboxylic%20acid%20(QCA)/property/IUPACName/JSON
demeton (o+s),PubChem_API,8065-48-3,diethoxy-(2-ethylsulfanylethoxy)-sulfanylidene-lambda5-phosphane;1-diethoxyphosphorylsulfanyl-2-ethylsulfanylethane,24722.0,High,Direct match from PubChem API.
NN EtFOSAA,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/NN%20EtFOSAA/property/IUPACName/JSON
"2,4,5-T",PubChem_API,93-76-5,"2-(2,4,5-trichlorophenoxy)acetic acid",1480.0,High,Direct match from PubChem API.
Sulfamethazine,PubChem_API,57-68-1,"4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide",5327.0,High,Direct match from PubChem API.
Sulfamethoxazole,PubChem_API,723-46-6,"4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide",5329.0,High,Direct match from PubChem API.
Codeine,PubChem_API,76-57-3,"(4R,4aR,7S,7aR,12bS)-9-methoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol",5284371.0,High,Direct match from PubChem API.
2-Aminosulfone albendazole,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/2-Aminosulfone%20albendazole/property/IUPACName/JSON
Dipyrone,PubChem_API,68-89-3,"sodium [(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)-methylamino]methanesulfonate",522325.0,High,Direct match from PubChem API.
difenzoquat-methyl sulfate,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/difenzoquat-methyl%20sulfate/property/IUPACName/JSON
Colchicine-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Colchicine-1/property/IUPACName/JSON
Emamectin Benzoate,PubChem_API,155569-91-8,"benzoic acid;(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-2-[(2S)-butan-2-yl]-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-4-methoxy-5-[(2S,4S,5S,6S)-4-methoxy-6-methyl-5-(methylamino)oxan-2-yl]oxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",11650986.0,High,Direct match from PubChem API.
Sulfamethazine-6C13,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Sulfamethazine-6C13/property/IUPACName/JSON
fentrazamide,PubChem_API,158237-07-1,4-(2-chlorophenyl)-N-cyclohexyl-N-ethyl-5-oxotetrazole-1-carboxamide,3081363.0,High,Direct match from PubChem API.
Eserine-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Eserine-1/property/IUPACName/JSON
Yohimbine,PubChem_API,146-48-5,"methyl (1S,15R,18S,19R,20S)-18-hydroxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",8969.0,High,Direct match from PubChem API.
Fenamiphos-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Fenamiphos-2/property/IUPACName/JSON
Carbaryl-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Carbaryl-1/property/IUPACName/JSON
Xylazine,PubChem_API,7361-61-7,"N-(2,6-dimethylphenyl)-5,6-dihydro-4H-1,3-thiazin-2-amine",5707.0,High,Direct match from PubChem API.
Nafcillin,PubChem_API,147-52-4,"(2S,5R,6R)-6-[(2-ethoxynaphthalene-1-carbonyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",8982.0,High,Direct match from PubChem API.
chlorimuron ethyl,PubChem_API,90982-32-4,ethyl 2-[(4-chloro-6-methoxypyrimidin-2-yl)carbamoylsulfamoyl]benzoate,56160.0,High,Direct match from PubChem API.
Fenamiphos sulfoxide,PubChem_API,31972-43-7,N-[ethoxy-(3-methyl-4-methylsulfinylphenoxy)phosphoryl]propan-2-amine,36027.0,High,Direct match from PubChem API.
Fumonisin B2,PubChem_API,116355-84-1,"(2R)-2-[2-[(5R,6R,7S,9S,16R,18S,19S)-19-amino-6-[(3R)-3,4-dicarboxybutanoyl]oxy-16,18-dihydroxy-5,9-dimethylicosan-7-yl]oxy-2-oxoethyl]butanedioic acid",2733489.0,High,Direct match from PubChem API.
Aldicarb-sulfoxide-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Aldicarb-sulfoxide-2/property/IUPACName/JSON
13C-3-AcDON,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/13C-3-AcDON/property/IUPACName/JSON
famphur,PubChem_API,52-85-7,"4-dimethoxyphosphinothioyloxy-N,N-dimethylbenzenesulfonamide",5859.0,High,Direct match from PubChem API.
(13C18)-ZEN,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/(13C18)-ZEN/property/IUPACName/JSON
Methamidophos-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Methamidophos-2/property/IUPACName/JSON
PFDA,PubChem_API,335-76-2,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-nonadecafluorodecanoic acid",9555.0,High,Direct match from PubChem API.
nitralin,PubChem_API,4726-14-1,"4-methylsulfonyl-2,6-dinitro-N,N-dipropylaniline",20848.0,High,Direct match from PubChem API.
Florfenicol,PubChem_API,73231-34-2,"2,2-dichloro-N-[(1R,2S)-3-fluoro-1-hydroxy-1-(4-methylsulfonylphenyl)propan-2-yl]acetamide",114811.0,High,Direct match from PubChem API.
Haloperidol,PubChem_API,52-86-8,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,3559.0,High,Direct match from PubChem API.
Ronidazole,PubChem_API,7681-76-7,(1-methyl-5-nitroimidazol-2-yl)methyl carbamate,5094.0,High,Direct match from PubChem API.
M3PFHxS,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/M3PFHxS/property/IUPACName/JSON
furalaxyl,PubChem_API,57646-30-7,"methyl 2-[N-(furan-2-carbonyl)-2,6-dimethylanilino]propanoate",42504.0,High,Direct match from PubChem API.
diclobutrazole,PubChem_API,75736-33-3,"1-(2,4-dichlorophenyl)-4,4-dimethyl-2-(1,2,4-triazol-1-yl)pentan-3-ol",53309.0,High,Direct match from PubChem API.
benfuracarb-methyl,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/benfuracarb-methyl/property/IUPACName/JSON
"Clethodim-sulfon, 5-hydroxy-",PubChem_API,,,,None,"Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Clethodim-sulfon,%205-hydroxy-/property/IUPACName/JSON"
Hyoscyamine-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Hyoscyamine-1/property/IUPACName/JSON
simeton,PubChem_API,673-04-1,"2-N,4-N-diethyl-6-methoxy-1,3,5-triazine-2,4-diamine",12654.0,High,Direct match from PubChem API.
benzyladenine,PubChem_API,1214-39-7,N-benzyl-7H-purin-6-amine,62389.0,High,Direct match from PubChem API.
(13C24)-T-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/(13C24)-T-2/property/IUPACName/JSON
Morantel,PubChem_API,20574-50-9,"1-methyl-2-[(E)-2-(3-methylthiophen-2-yl)ethenyl]-5,6-dihydro-4H-pyrimidine",5353792.0,High,Direct match from PubChem API.
bromfenvinfos,PubChem_API,33399-00-7,"[2-bromo-1-(2,4-dichlorophenyl)ethenyl] diethyl phosphate",105047.0,High,Direct match from PubChem API.
Aflatoxin B1,PubChem_API,1162-65-8,"(3S,7R)-11-methoxy-6,8,19-trioxapentacyclo[10.7.0.02,9.03,7.013,17]nonadeca-1,4,9,11,13(17)-pentaene-16,18-dione",186907.0,High,Direct match from PubChem API.
dinitramine,PubChem_API,29091-05-2,"3-N,3-N-diethyl-2,4-dinitro-6-(trifluoromethyl)benzene-1,3-diamine",34468.0,High,Direct match from PubChem API.
ditalimfos,PubChem_API,5131-24-8,"2-diethoxyphosphinothioylisoindole-1,3-dione",21207.0,High,Direct match from PubChem API.
carpropamid,PubChem_API,104030-54-8,"2,2-dichloro-N-[1-(4-chlorophenyl)ethyl]-1-ethyl-3-methylcyclopropane-1-carboxamide",153847.0,High,Direct match from PubChem API.
Promethazine,PubChem_API,60-87-7,"N,N-dimethyl-1-phenothiazin-10-ylpropan-2-amine",4927.0,High,Direct match from PubChem API.
pyriftalid,PubChem_API,135186-78-6,"7-(4,6-dimethoxypyrimidin-2-yl)sulfanyl-3-methyl-3H-2-benzofuran-1-one",9948894.0,High,Direct match from PubChem API.
Hydrastine-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Hydrastine-2/property/IUPACName/JSON
Aldicarb-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Aldicarb-1/property/IUPACName/JSON
DMST,PubChem_API,66840-71-9,1-(dimethylsulfamoylamino)-4-methylbenzene,738302.0,High,Direct match from PubChem API.
13C-HT-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/13C-HT-2/property/IUPACName/JSON
Carbofuran-3-hydroxy,PubChem_API,16655-82-6,"(3-hydroxy-2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",27975.0,High,Direct match from PubChem API.
1-naphthy acetamide,PubChem_API,575-36-0,N-naphthalen-1-ylacetamide,68461.0,High,Direct match from PubChem API.
benodanil,PubChem_API,15310-01-7,2-iodo-N-phenylbenzamide,27195.0,High,Direct match from PubChem API.
Sulfathiazole,PubChem_API,72-14-0,"4-amino-N-(1,3-thiazol-2-yl)benzenesulfonamide",5340.0,High,Direct match from PubChem API.
Enrofloxacin,PubChem_API,93106-60-6,1-cyclopropyl-7-(4-ethylpiperazin-1-yl)-6-fluoro-4-oxoquinoline-3-carboxylic acid,71188.0,High,Direct match from PubChem API.
oesmetryn,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/oesmetryn/property/IUPACName/JSON
propaquiafop,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/propaquiafop/property/IUPACName/JSON
2-Quinoxaline Carboxylic Acid,PubChem_API,879-65-2,quinoxaline-2-carboxylic acid,96695.0,High,Direct match from PubChem API.
M8PFOS,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/M8PFOS/property/IUPACName/JSON
novaluron,PubChem_API,116714-46-6,"N-[[3-chloro-4-[1,1,2-trifluoro-2-(trifluoromethoxy)ethoxy]phenyl]carbamoyl]-2,6-difluorobenzamide",93541.0,High,Direct match from PubChem API.
Difloxacin,PubChem_API,98106-17-3,6-fluoro-1-(4-fluorophenyl)-7-(4-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid,56206.0,High,Direct match from PubChem API.
Carbadox,PubChem_API,6804-07-5,"methyl N-[(1,4-dioxidoquinoxaline-1,4-diium-2-yl)methylideneamino]carbamate",135403805.0,High,Direct match from PubChem API.
Azaperone,PubChem_API,1649-18-9,1-(4-fluorophenyl)-4-(4-pyridin-2-ylpiperazin-1-yl)butan-1-one,15443.0,High,Direct match from PubChem API.
diphenamid,PubChem_API,957-51-7,"N,N-dimethyl-2,2-diphenylacetamide",13728.0,High,Direct match from PubChem API.
(13C15)-DON,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/(13C15)-DON/property/IUPACName/JSON
clomazone dimethazone,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/clomazone%20dimethazone/property/IUPACName/JSON
bioallethrin,PubChem_API,260359-57-7,"cis-(2-methyl-4-oxo-3-prop-2-enylcyclopent-2-en-1-yl) (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",15558638.0,High,Direct match from PubChem API.
dinoseb acetate,PubChem_API,2813-95-8,"(2-butan-2-yl-4,6-dinitrophenyl) acetate",17776.0,High,Direct match from PubChem API.
2-phenylphenol,PubChem_API,90-43-7,2-phenylphenol,7017.0,High,Direct match from PubChem API.
ethofume sate,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/ethofume%20sate/property/IUPACName/JSON
Digitoxigenin-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Digitoxigenin-2/property/IUPACName/JSON
Hyoscyamine-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Hyoscyamine-2/property/IUPACName/JSON
furmecyclox,PubChem_API,60568-05-0,"N-cyclohexyl-N-methoxy-2,5-dimethylfuran-3-carboxamide",43359.0,High,Direct match from PubChem API.
Oxamyl-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Oxamyl-1/property/IUPACName/JSON
trans-permethin,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/trans-permethin/property/IUPACName/JSON
M3PFPeA,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/M3PFPeA/property/IUPACName/JSON
flubenzimine,PubChem_API,37893-02-0,"2-N,3-diphenyl-4-N,5-N-bis(trifluoromethyl)-1,3-thiazolidine-2,4,5-triimine",91625.0,High,Direct match from PubChem API.
PFOS,PubChem_API,1763-23-1,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid",74483.0,High,Direct match from PubChem API.
Metronidazole - OH,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Metronidazole%20-%20OH/property/IUPACName/JSON
Methiocarb-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Methiocarb-1/property/IUPACName/JSON
PFHxA,PubChem_API,307-24-4,"2,2,3,3,4,4,5,5,6,6,6-undecafluorohexanoic acid",67542.0,High,Direct match from PubChem API.
thenylchlor,PubChem_API,96491-05-3,"2-chloro-N-(2,6-dimethylphenyl)-N-[(3-methoxythiophen-2-yl)methyl]acetamide",443036.0,High,Direct match from PubChem API.
AFM1,PubChem_API,6795-23-9,"(3R,7R)-3-hydroxy-11-methoxy-6,8,19-trioxapentacyclo[10.7.0.02,9.03,7.013,17]nonadeca-1,4,9,11,13(17)-pentaene-16,18-dione",15558498.0,High,Direct match from PubChem API.
propamocarb,PubChem_API,24579-73-5,propyl N-[3-(dimethylamino)propyl]carbamate,32490.0,High,Direct match from PubChem API.
Phenothrin (sumithrin),PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Phenothrin%20(sumithrin)/property/IUPACName/JSON
Zearalenone [13C18],PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Zearalenone%20%5B13C18%5D/property/IUPACName/JSON
Lasalocid A,PubChem_API,25999-31-9,"6-[(3R,4S,5S,7R)-7-[(2S,3S,5S)-5-ethyl-5-[(2R,5R,6S)-5-ethyl-5-hydroxy-6-methyloxan-2-yl]-3-methyloxolan-2-yl]-4-hydroxy-3,5-dimethyl-6-oxononyl]-2-hydroxy-3-methylbenzoic acid",5360807.0,High,Direct match from PubChem API.
**Chloramphenicol,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/**Chloramphenicol/property/IUPACName/JSON
fenthion sulfoxide,PubChem_API,3761-41-9,dimethoxy-(3-methyl-4-methylsulfinylphenoxy)-sulfanylidene-lambda5-phosphane,19577.0,High,Direct match from PubChem API.
Butorphanol,PubChem_API,42408-82-2,"(1S,9R,10S)-17-(cyclobutylmethyl)-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene-4,10-diol",5361092.0,High,Direct match from PubChem API.
demeton-s-methyl sulfoxide,PubChem_API,301-12-2,1-dimethoxyphosphorylsulfanyl-2-ethylsulfinylethane,4618.0,High,Direct match from PubChem API.
Prednisone,PubChem_API,53-03-2,"(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",5865.0,High,Direct match from PubChem API.
oryzalin,PubChem_API,19044-88-3,"4-(dipropylamino)-3,5-dinitrobenzenesulfonamide",29393.0,High,Direct match from PubChem API.
(13C22)-HT-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/(13C22)-HT-2/property/IUPACName/JSON
tetramethirn,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/tetramethirn/property/IUPACName/JSON
brompyrazon,PubChem_API,3042-84-0,5-amino-4-bromo-2-phenylpyridazin-3-one,76441.0,High,Direct match from PubChem API.
Apomorphine,PubChem_API,58-00-4,"(6aR)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol",6005.0,High,Direct match from PubChem API.
demeton(o+s),PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/demeton(o+s)/property/IUPACName/JSON
Aconitine-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Aconitine-1/property/IUPACName/JSON
8:2 FTS,PubChem_API,39108-34-4,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecane-1-sulfonic acid",3016044.0,High,Direct match from PubChem API.
dimethenamid,PubChem_API,87674-68-8,"2-chloro-N-(2,4-dimethylthiophen-3-yl)-N-(1-methoxypropan-2-yl)acetamide",91744.0,High,Direct match from PubChem API.
Orbifloxacin,PubChem_API,113617-63-3,"1-cyclopropyl-7-[(3S,5R)-3,5-dimethylpiperazin-1-yl]-5,6,8-trifluoro-4-oxoquinoline-3-carboxylic acid",60605.0,High,Direct match from PubChem API.
Taleranol (β-Zearalanol),PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Taleranol%20(%CE%B2-Zearalanol)/property/IUPACName/JSON
Dimetridazole - OH,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Dimetridazole%20-%20OH/property/IUPACName/JSON
(13C34)-FB2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/(13C34)-FB2/property/IUPACName/JSON
"Terbuthylazine, 2-hydroxy-",PubChem_API,,,,None,"Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Terbuthylazine,%202-hydroxy-/property/IUPACName/JSON"
trichlorphon,PubChem_API,52-68-6,"2,2,2-trichloro-1-dimethoxyphosphorylethanol",5853.0,High,Direct match from PubChem API.
